zone_id,bn_prob,eta_min,severity,action,scored_at
pick-b,0.643,11.9,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554161664
pack,0.295,,normal,,1772554161664
stage-out,0.278,,normal,,1772554161664
dock-c,0.157,,normal,,1772554161664
dock-d,0.484,15.9,normal,,1772554161664
dock-a,0.352,,normal,,1772554165664
dock-b,0.381,,normal,,1772554165664
stage-in,0.485,15.9,normal,,1772554165664
aisle-1-4,0.316,,normal,,1772554165664
aisle-5-8,0.588,13.3,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554165664
aisle-9-12,0.196,,normal,,1772554165664
pick-a,0.262,,normal,,1772554165664
pick-b,0.594,13.2,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554165664
pack,0.21,,normal,,1772554165664
stage-out,0.343,,normal,,1772554165664
dock-c,0.135,,normal,,1772554165664
dock-d,0.448,,normal,,1772554165664
dock-a,0.328,,normal,,1772554169664
dock-b,0.359,,normal,,1772554169664
stage-in,0.49,15.8,normal,,1772554169664
aisle-1-4,0.24,,normal,,1772554169664
aisle-5-8,0.548,14.3,elevated,,1772554169664
aisle-9-12,0.172,,normal,,1772554169664
pick-a,0.261,,normal,,1772554169664
pick-b,0.594,13.2,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554169664
pack,0.228,,normal,,1772554169664
stage-out,0.306,,normal,,1772554169664
dock-c,0.157,,normal,,1772554169664
dock-d,0.408,,normal,,1772554169664
dock-a,0.404,,normal,,1772554173664
dock-b,0.313,,normal,,1772554173664
stage-in,0.502,15.4,elevated,,1772554173664
aisle-1-4,0.283,,normal,,1772554173664
aisle-5-8,0.579,13.5,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554173664
aisle-9-12,0.13,,normal,,1772554173664
pick-a,0.252,,normal,,1772554173664
pick-b,0.697,10.6,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554173664
pack,0.193,,normal,,1772554173664
stage-out,0.297,,normal,,1772554173664
dock-c,0.126,,normal,,1772554173664
dock-d,0.442,,normal,,1772554173664
dock-a,0.351,,normal,,1772554177664
dock-b,0.306,,normal,,1772554177664
stage-in,0.403,,normal,,1772554177664
aisle-1-4,0.256,,normal,,1772554177664
aisle-5-8,0.619,12.5,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554177664
aisle-9-12,0.215,,normal,,1772554177664
pick-a,0.247,,normal,,1772554177664
pick-b,0.656,11.6,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554177664
pack,0.181,,normal,,1772554177664
stage-out,0.26,,normal,,1772554177664
dock-c,0.169,,normal,,1772554177664
dock-d,0.467,16.3,normal,,1772554177664
dock-a,0.32,,normal,,1772554181664
dock-b,0.277,,normal,,1772554181664
stage-in,0.558,14.0,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772554181664
aisle-1-4,0.246,,normal,,1772554181664
aisle-5-8,0.496,15.6,normal,,1772554181664
aisle-9-12,0.153,,normal,,1772554181664
pick-a,0.233,,normal,,1772554181664
pick-b,0.623,12.4,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554181664
pack,0.197,,normal,,1772554181664
stage-out,0.28,,normal,,1772554181664
dock-c,0.154,,normal,,1772554181664
dock-d,0.52,15.0,elevated,,1772554181664
dock-a,0.313,,normal,,1772554185664
dock-b,0.236,,normal,,1772554185664
stage-in,0.521,15.0,elevated,,1772554185664
aisle-1-4,0.276,,normal,,1772554185664
aisle-5-8,0.493,15.7,normal,,1772554185664
aisle-9-12,0.168,,normal,,1772554185664
pick-a,0.215,,normal,,1772554185664
pick-b,0.547,14.3,elevated,,1772554185664
pack,0.19,,normal,,1772554185664
stage-out,0.28,,normal,,1772554185664
dock-c,0.119,,normal,,1772554185664
dock-d,0.483,15.9,normal,,1772554185664
dock-a,0.301,,normal,,1772554189664
dock-b,0.289,,normal,,1772554189664
stage-in,0.457,16.6,normal,,1772554189664
aisle-1-4,0.337,,normal,,1772554189664
aisle-5-8,0.481,16.0,normal,,1772554189664
aisle-9-12,0.246,,normal,,1772554189664
pick-a,0.158,,normal,,1772554189664
pick-b,0.607,12.8,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554189664
pack,0.163,,normal,,1772554189664
stage-out,0.254,,normal,,1772554189664
dock-c,0.184,,normal,,1772554189664
dock-d,0.505,15.4,elevated,,1772554189664
dock-a,0.322,,normal,,1772554193664
dock-b,0.271,,normal,,1772554193664
stage-in,0.476,16.1,normal,,1772554193664
aisle-1-4,0.325,,normal,,1772554193664
aisle-5-8,0.441,,normal,,1772554193664
aisle-9-12,0.286,,normal,,1772554193664
pick-a,0.095,,normal,,1772554193664
pick-b,0.529,14.8,elevated,,1772554193664
pack,0.198,,normal,,1772554193664
stage-out,0.336,,normal,,1772554193664
dock-c,0.151,,normal,,1772554193664
dock-d,0.506,15.3,elevated,,1772554193664
dock-a,0.229,,normal,,1772554197664
dock-b,0.239,,normal,,1772554197664
stage-in,0.438,,normal,,1772554197664
aisle-1-4,0.333,,normal,,1772554197664
aisle-5-8,0.3,,normal,,1772554197664
aisle-9-12,0.364,,normal,,1772554197664
pick-a,0.122,,normal,,1772554197664
pick-b,0.508,15.3,elevated,,1772554197664
pack,0.21,,normal,,1772554197664
stage-out,0.319,,normal,,1772554197664
dock-c,0.186,,normal,,1772554197664
dock-d,0.513,15.2,elevated,,1772554197664
dock-a,0.297,,normal,,1772554201664
dock-b,0.259,,normal,,1772554201664
stage-in,0.486,15.8,normal,,1772554201664
aisle-1-4,0.262,,normal,,1772554201664
aisle-5-8,0.448,,normal,,1772554201664
aisle-9-12,0.311,,normal,,1772554201664
pick-a,0.139,,normal,,1772554201664
pick-b,0.499,15.5,normal,,1772554201664
pack,0.161,,normal,,1772554201664
stage-out,0.306,,normal,,1772554201664
dock-c,0.156,,normal,,1772554201664
dock-d,0.462,16.5,normal,,1772554201664
dock-a,0.342,,normal,,1772554205664
dock-b,0.236,,normal,,1772554205664
stage-in,0.517,15.1,elevated,,1772554205664
aisle-1-4,0.301,,normal,,1772554205664
aisle-5-8,0.484,15.9,normal,,1772554205664
aisle-9-12,0.302,,normal,,1772554205664
pick-a,0.165,,normal,,1772554205664
pick-b,0.472,16.2,normal,,1772554205664
pack,0.159,,normal,,1772554205664
stage-out,0.269,,normal,,1772554205664
dock-c,0.123,,normal,,1772554205664
dock-d,0.416,,normal,,1772554205664
dock-a,0.31,,normal,,1772554209664
dock-b,0.256,,normal,,1772554209664
stage-in,0.497,15.6,normal,,1772554209664
aisle-1-4,0.346,,normal,,1772554209664
aisle-5-8,0.401,,normal,,1772554209664
aisle-9-12,0.333,,normal,,1772554209664
pick-a,0.093,,normal,,1772554209664
pick-b,0.502,15.4,elevated,,1772554209664
pack,0.224,,normal,,1772554209664
stage-out,0.204,,normal,,1772554209664
dock-c,0.191,,normal,,1772554209664
dock-d,0.396,,normal,,1772554209664
dock-a,0.349,,normal,,1772554213664
dock-b,0.206,,normal,,1772554213664
stage-in,0.469,16.3,normal,,1772554213664
aisle-1-4,0.278,,normal,,1772554213664
aisle-5-8,0.368,,normal,,1772554213664
aisle-9-12,0.265,,normal,,1772554213664
pick-a,0.071,,normal,,1772554213664
pick-b,0.538,14.5,elevated,,1772554213664
pack,0.224,,normal,,1772554213664
stage-out,0.199,,normal,,1772554213664
dock-c,0.193,,normal,,1772554213664
dock-d,0.457,16.6,normal,,1772554213664
dock-a,0.387,,normal,,1772554217664
dock-b,0.204,,normal,,1772554217664
stage-in,0.428,,normal,,1772554217664
aisle-1-4,0.249,,normal,,1772554217664
aisle-5-8,0.359,,normal,,1772554217664
aisle-9-12,0.272,,normal,,1772554217664
pick-a,0.127,,normal,,1772554217664
pick-b,0.438,,normal,,1772554217664
pack,0.223,,normal,,1772554217664
stage-out,0.251,,normal,,1772554217664
dock-c,0.121,,normal,,1772554217664
dock-d,0.426,,normal,,1772554217664
dock-a,0.405,,normal,,1772554221664
dock-b,0.241,,normal,,1772554221664
stage-in,0.377,,normal,,1772554221664
aisle-1-4,0.3,,normal,,1772554221664
aisle-5-8,0.267,,normal,,1772554221664
aisle-9-12,0.359,,normal,,1772554221664
pick-a,0.139,,normal,,1772554221664
pick-b,0.555,14.1,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554221664
pack,0.209,,normal,,1772554221664
stage-out,0.258,,normal,,1772554221664
dock-c,0.174,,normal,,1772554221664
dock-d,0.37,,normal,,1772554221664
dock-a,0.315,,normal,,1772554225664
dock-b,0.194,,normal,,1772554225664
stage-in,0.291,,normal,,1772554225664
aisle-1-4,0.318,,normal,,1772554225664
aisle-5-8,0.345,,normal,,1772554225664
aisle-9-12,0.304,,normal,,1772554225664
pick-a,0.138,,normal,,1772554225664
pick-b,0.545,14.4,elevated,,1772554225664
pack,0.226,,normal,,1772554225664
stage-out,0.188,,normal,,1772554225664
dock-c,0.251,,normal,,1772554225664
dock-d,0.395,,normal,,1772554225664
dock-a,0.421,,normal,,1772554229664
dock-b,0.261,,normal,,1772554229664
stage-in,0.325,,normal,,1772554229664
aisle-1-4,0.351,,normal,,1772554229664
aisle-5-8,0.346,,normal,,1772554229664
aisle-9-12,0.424,,normal,,1772554229664
pick-a,0.087,,normal,,1772554229664
pick-b,0.453,16.7,normal,,1772554229664
pack,0.202,,normal,,1772554229664
stage-out,0.205,,normal,,1772554229664
dock-c,0.222,,normal,,1772554229664
dock-d,0.359,,normal,,1772554229664
dock-a,0.443,,normal,,1772554233664
dock-b,0.338,,normal,,1772554233664
stage-in,0.32,,normal,,1772554233664
aisle-1-4,0.393,,normal,,1772554233664
aisle-5-8,0.333,,normal,,1772554233664
aisle-9-12,0.51,15.2,elevated,,1772554233664
pick-a,0.174,,normal,,1772554233664
pick-b,0.531,14.7,elevated,,1772554233664
pack,0.293,,normal,,1772554233664
stage-out,0.177,,normal,,1772554233664
dock-c,0.201,,normal,,1772554233664
dock-d,0.386,,normal,,1772554233664
dock-a,0.37,,normal,,1772554237664
dock-b,0.292,,normal,,1772554237664
stage-in,0.312,,normal,,1772554237664
aisle-1-4,0.366,,normal,,1772554237664
aisle-5-8,0.297,,normal,,1772554237664
aisle-9-12,0.436,,normal,,1772554237664
pick-a,0.171,,normal,,1772554237664
pick-b,0.61,12.8,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554237664
pack,0.222,,normal,,1772554237664
stage-out,0.168,,normal,,1772554237664
dock-c,0.183,,normal,,1772554237664
dock-d,0.395,,normal,,1772554237664
dock-a,0.457,16.6,normal,,1772554241664
dock-b,0.274,,normal,,1772554241664
stage-in,0.377,,normal,,1772554241664
aisle-1-4,0.327,,normal,,1772554241664
aisle-5-8,0.322,,normal,,1772554241664
aisle-9-12,0.392,,normal,,1772554241664
pick-a,0.11,,normal,,1772554241664
pick-b,0.526,14.8,elevated,,1772554241664
pack,0.236,,normal,,1772554241664
stage-out,0.156,,normal,,1772554241664
dock-c,0.135,,normal,,1772554241664
dock-d,0.388,,normal,,1772554241664
dock-a,0.34,,normal,,1772554245664
dock-b,0.265,,normal,,1772554245664
stage-in,0.39,,normal,,1772554245664
aisle-1-4,0.291,,normal,,1772554245664
aisle-5-8,0.306,,normal,,1772554245664
aisle-9-12,0.473,16.2,normal,,1772554245664
pick-a,0.141,,normal,,1772554245664
pick-b,0.516,15.1,elevated,,1772554245664
pack,0.207,,normal,,1772554245664
stage-out,0.216,,normal,,1772554245664
dock-c,0.143,,normal,,1772554245664
dock-d,0.445,,normal,,1772554245664
dock-a,0.339,,normal,,1772554249664
dock-b,0.192,,normal,,1772554249664
stage-in,0.39,,normal,,1772554249664
aisle-1-4,0.3,,normal,,1772554249664
aisle-5-8,0.327,,normal,,1772554249664
aisle-9-12,0.487,15.8,normal,,1772554249664
pick-a,0.21,,normal,,1772554249664
pick-b,0.549,14.3,elevated,,1772554249664
pack,0.189,,normal,,1772554249664
stage-out,0.278,,normal,,1772554249664
dock-c,0.195,,normal,,1772554249664
dock-d,0.485,15.9,normal,,1772554249664
dock-a,0.366,,normal,,1772554253664
dock-b,0.244,,normal,,1772554253664
stage-in,0.396,,normal,,1772554253664
aisle-1-4,0.328,,normal,,1772554253664
aisle-5-8,0.432,,normal,,1772554253664
aisle-9-12,0.582,13.5,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554253664
pick-a,0.224,,normal,,1772554253664
pick-b,0.572,13.7,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554253664
pack,0.237,,normal,,1772554253664
stage-out,0.303,,normal,,1772554253664
dock-c,0.159,,normal,,1772554253664
dock-d,0.487,15.8,normal,,1772554253664
dock-a,0.388,,normal,,1772554257664
dock-b,0.2,,normal,,1772554257664
stage-in,0.337,,normal,,1772554257664
aisle-1-4,0.325,,normal,,1772554257664
aisle-5-8,0.361,,normal,,1772554257664
aisle-9-12,0.491,15.7,normal,,1772554257664
pick-a,0.24,,normal,,1772554257664
pick-b,0.612,12.7,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554257664
pack,0.238,,normal,,1772554257664
stage-out,0.348,,normal,,1772554257664
dock-c,0.238,,normal,,1772554257664
dock-d,0.407,,normal,,1772554257664
dock-a,0.394,,normal,,1772554261664
dock-b,0.236,,normal,,1772554261664
stage-in,0.299,,normal,,1772554261664
aisle-1-4,0.266,,normal,,1772554261664
aisle-5-8,0.367,,normal,,1772554261664
aisle-9-12,0.538,14.5,elevated,,1772554261664
pick-a,0.248,,normal,,1772554261664
pick-b,0.658,11.5,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554261664
pack,0.199,,normal,,1772554261664
stage-out,0.293,,normal,,1772554261664
dock-c,0.162,,normal,,1772554261664
dock-d,0.458,16.6,normal,,1772554261664
dock-a,0.358,,normal,,1772554265664
dock-b,0.266,,normal,,1772554265664
stage-in,0.387,,normal,,1772554265664
aisle-1-4,0.276,,normal,,1772554265664
aisle-5-8,0.273,,normal,,1772554265664
aisle-9-12,0.63,12.2,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554265664
pick-a,0.189,,normal,,1772554265664
pick-b,0.678,11.0,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554265664
pack,0.21,,normal,,1772554265664
stage-out,0.285,,normal,,1772554265664
dock-c,0.158,,normal,,1772554265664
dock-d,0.408,,normal,,1772554265664
dock-a,0.371,,normal,,1772554269664
dock-b,0.27,,normal,,1772554269664
stage-in,0.412,,normal,,1772554269664
aisle-1-4,0.25,,normal,,1772554269664
aisle-5-8,0.268,,normal,,1772554269664
aisle-9-12,0.633,12.2,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554269664
pick-a,0.238,,normal,,1772554269664
pick-b,0.69,10.8,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554269664
pack,0.258,,normal,,1772554269664
stage-out,0.23,,normal,,1772554269664
dock-c,0.172,,normal,,1772554269664
dock-d,0.388,,normal,,1772554269664
dock-a,0.32,,normal,,1772554273664
dock-b,0.261,,normal,,1772554273664
stage-in,0.481,16.0,normal,,1772554273664
aisle-1-4,0.223,,normal,,1772554273664
aisle-5-8,0.244,,normal,,1772554273664
aisle-9-12,0.643,11.9,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554273664
pick-a,0.294,,normal,,1772554273664
pick-b,0.719,10.0,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554273664
pack,0.206,,normal,,1772554273664
stage-out,0.167,,normal,,1772554273664
dock-c,0.179,,normal,,1772554273664
dock-d,0.399,,normal,,1772554273664
dock-a,0.302,,normal,,1772554277664
dock-b,0.265,,normal,,1772554277664
stage-in,0.43,,normal,,1772554277664
aisle-1-4,0.257,,normal,,1772554277664
aisle-5-8,0.146,,normal,,1772554277664
aisle-9-12,0.627,12.3,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554277664
pick-a,0.265,,normal,,1772554277664
pick-b,0.658,11.5,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554277664
pack,0.225,,normal,,1772554277664
stage-out,0.239,,normal,,1772554277664
dock-c,0.189,,normal,,1772554277664
dock-d,0.427,,normal,,1772554277664
dock-a,0.36,,normal,,1772554281664
dock-b,0.244,,normal,,1772554281664
stage-in,0.405,,normal,,1772554281664
aisle-1-4,0.265,,normal,,1772554281664
aisle-5-8,0.075,,normal,,1772554281664
aisle-9-12,0.68,11.0,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554281664
pick-a,0.246,,normal,,1772554281664
pick-b,0.613,12.7,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554281664
pack,0.221,,normal,,1772554281664
stage-out,0.179,,normal,,1772554281664
dock-c,0.195,,normal,,1772554281664
dock-d,0.36,,normal,,1772554281664
dock-a,0.334,,normal,,1772554285664
dock-b,0.303,,normal,,1772554285664
stage-in,0.328,,normal,,1772554285664
aisle-1-4,0.22,,normal,,1772554285664
aisle-5-8,0.062,,normal,,1772554285664
aisle-9-12,0.688,10.8,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554285664
pick-a,0.269,,normal,,1772554285664
pick-b,0.6,13.0,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554285664
pack,0.273,,normal,,1772554285664
stage-out,0.172,,normal,,1772554285664
dock-c,0.186,,normal,,1772554285664
dock-d,0.378,,normal,,1772554285664
dock-a,0.266,,normal,,1772554289664
dock-b,0.291,,normal,,1772554289664
stage-in,0.312,,normal,,1772554289664
aisle-1-4,0.251,,normal,,1772554289664
aisle-5-8,0.105,,normal,,1772554289664
aisle-9-12,0.651,11.7,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554289664
pick-a,0.233,,normal,,1772554289664
pick-b,0.646,11.8,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554289664
pack,0.223,,normal,,1772554289664
stage-out,0.258,,normal,,1772554289664
dock-c,0.14,,normal,,1772554289664
dock-d,0.396,,normal,,1772554289664
dock-a,0.245,,normal,,1772554293664
dock-b,0.22,,normal,,1772554293664
stage-in,0.272,,normal,,1772554293664
aisle-1-4,0.251,,normal,,1772554293664
aisle-5-8,0.118,,normal,,1772554293664
aisle-9-12,0.622,12.4,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554293664
pick-a,0.254,,normal,,1772554293664
pick-b,0.67,11.2,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554293664
pack,0.197,,normal,,1772554293664
stage-out,0.249,,normal,,1772554293664
dock-c,0.163,,normal,,1772554293664
dock-d,0.418,,normal,,1772554293664
dock-a,0.234,,normal,,1772554297664
dock-b,0.308,,normal,,1772554297664
stage-in,0.371,,normal,,1772554297664
aisle-1-4,0.221,,normal,,1772554297664
aisle-5-8,0.098,,normal,,1772554297664
aisle-9-12,0.533,14.7,elevated,,1772554297664
pick-a,0.193,,normal,,1772554297664
pick-b,0.684,10.9,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554297664
pack,0.274,,normal,,1772554297664
stage-out,0.231,,normal,,1772554297664
dock-c,0.151,,normal,,1772554297664
dock-d,0.394,,normal,,1772554297664
dock-a,0.221,,normal,,1772554301664
dock-b,0.247,,normal,,1772554301664
stage-in,0.383,,normal,,1772554301664
aisle-1-4,0.223,,normal,,1772554301664
aisle-5-8,0.088,,normal,,1772554301664
aisle-9-12,0.537,14.6,elevated,,1772554301664
pick-a,0.265,,normal,,1772554301664
pick-b,0.593,13.2,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554301664
pack,0.263,,normal,,1772554301664
stage-out,0.262,,normal,,1772554301664
dock-c,0.152,,normal,,1772554301664
dock-d,0.465,16.4,normal,,1772554301664
dock-a,0.217,,normal,,1772554305664
dock-b,0.205,,normal,,1772554305664
stage-in,0.345,,normal,,1772554305664
aisle-1-4,0.159,,normal,,1772554305664
aisle-5-8,0.148,,normal,,1772554305664
aisle-9-12,0.57,13.8,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554305664
pick-a,0.187,,normal,,1772554305664
pick-b,0.572,13.7,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554305664
pack,0.223,,normal,,1772554305664
stage-out,0.26,,normal,,1772554305664
dock-c,0.204,,normal,,1772554305664
dock-d,0.386,,normal,,1772554305664
dock-a,0.164,,normal,,1772554309664
dock-b,0.271,,normal,,1772554309664
stage-in,0.296,,normal,,1772554309664
aisle-1-4,0.176,,normal,,1772554309664
aisle-5-8,0.135,,normal,,1772554309664
aisle-9-12,0.514,15.2,elevated,,1772554309664
pick-a,0.199,,normal,,1772554309664
pick-b,0.601,13.0,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554309664
pack,0.259,,normal,,1772554309664
stage-out,0.332,,normal,,1772554309664
dock-c,0.148,,normal,,1772554309664
dock-d,0.376,,normal,,1772554309664
dock-a,0.17,,normal,,1772554313664
dock-b,0.216,,normal,,1772554313664
stage-in,0.35,,normal,,1772554313664
aisle-1-4,0.151,,normal,,1772554313664
aisle-5-8,0.255,,normal,,1772554313664
aisle-9-12,0.545,14.4,elevated,,1772554313664
pick-a,0.178,,normal,,1772554313664
pick-b,0.555,14.1,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554313664
pack,0.228,,normal,,1772554313664
stage-out,0.311,,normal,,1772554313664
dock-c,0.169,,normal,,1772554313664
dock-d,0.374,,normal,,1772554313664
dock-a,0.177,,normal,,1772554317664
dock-b,0.192,,normal,,1772554317664
stage-in,0.34,,normal,,1772554317664
aisle-1-4,0.167,,normal,,1772554317664
aisle-5-8,0.315,,normal,,1772554317664
aisle-9-12,0.484,15.9,normal,,1772554317664
pick-a,0.154,,normal,,1772554317664
pick-b,0.535,14.6,elevated,,1772554317664
pack,0.241,,normal,,1772554317664
stage-out,0.236,,normal,,1772554317664
dock-c,0.201,,normal,,1772554317664
dock-d,0.346,,normal,,1772554317664
dock-a,0.127,,normal,,1772554321664
dock-b,0.258,,normal,,1772554321664
stage-in,0.298,,normal,,1772554321664
aisle-1-4,0.141,,normal,,1772554321664
aisle-5-8,0.287,,normal,,1772554321664
aisle-9-12,0.513,15.2,elevated,,1772554321664
pick-a,0.165,,normal,,1772554321664
pick-b,0.508,15.3,elevated,,1772554321664
pack,0.189,,normal,,1772554321664
stage-out,0.179,,normal,,1772554321664
dock-c,0.168,,normal,,1772554321664
dock-d,0.369,,normal,,1772554321664
dock-a,0.189,,normal,,1772554325664
dock-b,0.267,,normal,,1772554325664
stage-in,0.336,,normal,,1772554325664
aisle-1-4,0.205,,normal,,1772554325664
aisle-5-8,0.36,,normal,,1772554325664
aisle-9-12,0.524,14.9,elevated,,1772554325664
pick-a,0.18,,normal,,1772554325664
pick-b,0.516,15.1,elevated,,1772554325664
pack,0.193,,normal,,1772554325664
stage-out,0.19,,normal,,1772554325664
dock-c,0.127,,normal,,1772554325664
dock-d,0.357,,normal,,1772554325664
dock-a,0.19,,normal,,1772554329664
dock-b,0.345,,normal,,1772554329664
stage-in,0.334,,normal,,1772554329664
aisle-1-4,0.234,,normal,,1772554329664
aisle-5-8,0.37,,normal,,1772554329664
aisle-9-12,0.546,14.3,elevated,,1772554329664
pick-a,0.201,,normal,,1772554329664
pick-b,0.445,,normal,,1772554329664
pack,0.24,,normal,,1772554329664
stage-out,0.253,,normal,,1772554329664
dock-c,0.138,,normal,,1772554329664
dock-d,0.289,,normal,,1772554329664
dock-a,0.168,,normal,,1772554333664
dock-b,0.293,,normal,,1772554333664
stage-in,0.33,,normal,,1772554333664
aisle-1-4,0.157,,normal,,1772554333664
aisle-5-8,0.404,,normal,,1772554333664
aisle-9-12,0.469,16.3,normal,,1772554333664
pick-a,0.193,,normal,,1772554333664
pick-b,0.38,,normal,,1772554333664
pack,0.247,,normal,,1772554333664
stage-out,0.292,,normal,,1772554333664
dock-c,0.155,,normal,,1772554333664
dock-d,0.361,,normal,,1772554333664
dock-a,0.191,,normal,,1772554337664
dock-b,0.297,,normal,,1772554337664
stage-in,0.327,,normal,,1772554337664
aisle-1-4,0.239,,normal,,1772554337664
aisle-5-8,0.391,,normal,,1772554337664
aisle-9-12,0.529,14.8,elevated,,1772554337664
pick-a,0.175,,normal,,1772554337664
pick-b,0.419,,normal,,1772554337664
pack,0.247,,normal,,1772554337664
stage-out,0.354,,normal,,1772554337664
dock-c,0.144,,normal,,1772554337664
dock-d,0.336,,normal,,1772554337664
dock-a,0.141,,normal,,1772554341664
dock-b,0.23,,normal,,1772554341664
stage-in,0.306,,normal,,1772554341664
aisle-1-4,0.226,,normal,,1772554341664
aisle-5-8,0.312,,normal,,1772554341664
aisle-9-12,0.574,13.7,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554341664
pick-a,0.234,,normal,,1772554341664
pick-b,0.452,16.7,normal,,1772554341664
pack,0.189,,normal,,1772554341664
stage-out,0.331,,normal,,1772554341664
dock-c,0.204,,normal,,1772554341664
dock-d,0.449,,normal,,1772554341664
dock-a,0.179,,normal,,1772554345664
dock-b,0.254,,normal,,1772554345664
stage-in,0.346,,normal,,1772554345664
aisle-1-4,0.139,,normal,,1772554345664
aisle-5-8,0.327,,normal,,1772554345664
aisle-9-12,0.533,14.7,elevated,,1772554345664
pick-a,0.176,,normal,,1772554345664
pick-b,0.449,,normal,,1772554345664
pack,0.207,,normal,,1772554345664
stage-out,0.325,,normal,,1772554345664
dock-c,0.157,,normal,,1772554345664
dock-d,0.398,,normal,,1772554345664
dock-a,0.144,,normal,,1772554349664
dock-b,0.285,,normal,,1772554349664
stage-in,0.379,,normal,,1772554349664
aisle-1-4,0.202,,normal,,1772554349664
aisle-5-8,0.251,,normal,,1772554349664
aisle-9-12,0.547,14.3,elevated,,1772554349664
pick-a,0.126,,normal,,1772554349664
pick-b,0.421,,normal,,1772554349664
pack,0.245,,normal,,1772554349664
stage-out,0.394,,normal,,1772554349664
dock-c,0.115,,normal,,1772554349664
dock-d,0.447,,normal,,1772554349664
dock-a,0.185,,normal,,1772554353664
dock-b,0.29,,normal,,1772554353664
stage-in,0.43,,normal,,1772554353664
aisle-1-4,0.205,,normal,,1772554353664
aisle-5-8,0.322,,normal,,1772554353664
aisle-9-12,0.449,,normal,,1772554353664
pick-a,0.088,,normal,,1772554353664
pick-b,0.397,,normal,,1772554353664
pack,0.18,,normal,,1772554353664
stage-out,0.362,,normal,,1772554353664
dock-c,0.137,,normal,,1772554353664
dock-d,0.419,,normal,,1772554353664
dock-a,0.17,,normal,,1772554357664
dock-b,0.257,,normal,,1772554357664
stage-in,0.366,,normal,,1772554357664
aisle-1-4,0.25,,normal,,1772554357664
aisle-5-8,0.262,,normal,,1772554357664
aisle-9-12,0.408,,normal,,1772554357664
pick-a,0.081,,normal,,1772554357664
