zone_id,throughput,utilization,queue,workers,robots,timestamp
stage-out,106,42.2,18,4,0,1772554085664
dock-c,130,36.3,10,8,0,1772554085664
dock-d,124,65.9,14,6,0,1772554085664
dock-a,110,61.5,13,3,0,1772554087664
dock-b,130,70.3,20,8,0,1772554087664
stage-in,129,38.0,28,4,0,1772554087664
aisle-1-4,119,77.2,15,6,0,1772554087664
aisle-5-8,123,30,21,2,4,1772554087664
aisle-9-12,128,50.7,1,2,3,1772554087664
pick-a,123,33.9,16,3,1,1772554087664
pick-b,17,98,60,3,4,1772554087664
pack,121,30.5,12,4,0,1772554087664
stage-out,105,41.9,21,4,0,1772554087664
dock-c,130,35.4,10,8,0,1772554087664
dock-d,121,65.0,17,6,0,1772554087664
dock-a,114,62.1,12,3,0,1772554089664
dock-b,130,70.0,23,8,0,1772554089664
stage-in,125,39.3,29,4,0,1772554089664
aisle-1-4,116,78,12,6,0,1772554089664
aisle-5-8,127,30,24,2,4,1772554089664
aisle-9-12,129,48.7,0,2,3,1772554089664
pick-a,119,34.9,16,3,1,1772554089664
pick-b,19,98,60,3,4,1772554089664
pack,118,30,15,4,0,1772554089664
stage-out,109,41.0,19,4,0,1772554089664
dock-c,129,33.8,9,8,0,1772554089664
dock-d,124,64.6,19,6,0,1772554089664
dock-a,114,63.2,10,3,0,1772554091664
dock-b,130,70.2,22,8,0,1772554091664
stage-in,129,40.8,29,4,0,1772554091664
aisle-1-4,115,78,9,6,0,1772554091664
aisle-5-8,130,31.7,23,2,4,1772554091664
aisle-9-12,129,48.0,2,2,3,1772554091664
pick-a,115,35.7,15,3,1,1772554091664
pick-b,16,98,60,3,4,1772554091664
pack,115,30,18,4,0,1772554091664
stage-out,114,40.5,17,4,0,1772554091664
dock-c,126,32.7,12,8,0,1772554091664
dock-d,120,66.4,18,6,0,1772554091664
dock-a,112,64.3,13,3,0,1772554093664
dock-b,130,70.0,24,8,0,1772554093664
stage-in,128,41.2,26,4,0,1772554093664
aisle-1-4,117,78,7,6,0,1772554093664
aisle-5-8,130,33.6,21,2,4,1772554093664
aisle-9-12,130,46.7,1,2,3,1772554093664
pick-a,115,34.5,13,3,1,1772554093664
pick-b,15,98,60,3,4,1772554093664
pack,112,30,18,4,0,1772554093664
stage-out,117,39.3,15,4,0,1772554093664
dock-c,123,34.5,12,8,0,1772554093664
dock-d,125,66.2,19,6,0,1772554093664
dock-a,115,62.5,16,3,0,1772554095664
dock-b,130,70.5,25,8,0,1772554095664
stage-in,128,40.6,29,4,0,1772554095664
aisle-1-4,115,76.1,8,6,0,1772554095664
aisle-5-8,130,34.7,22,2,4,1772554095664
aisle-9-12,130,48.6,3,2,3,1772554095664
pick-a,116,33.7,11,3,1,1772554095664
pick-b,17,98,60,3,4,1772554095664
pack,113,30.1,18,4,0,1772554095664
stage-out,116,40.2,18,4,0,1772554095664
dock-c,119,34.6,9,8,0,1772554095664
dock-d,129,67.4,17,6,0,1772554095664
dock-a,119,60.9,17,3,0,1772554097664
dock-b,130,70.3,25,8,0,1772554097664
stage-in,130,41.8,30,4,0,1772554097664
aisle-1-4,119,76.0,11,6,0,1772554097664
aisle-5-8,130,34.9,22,2,4,1772554097664
aisle-9-12,130,50.4,2,2,3,1772554097664
pick-a,121,32.1,9,3,1,1772554097664
pick-b,19,98,60,3,4,1772554097664
pack,111,30.1,16,4,0,1772554097664
stage-out,116,41.4,21,4,0,1772554097664
dock-c,121,33.4,10,8,0,1772554097664
dock-d,130,68.2,18,6,0,1772554097664
dock-a,118,59.5,14,3,0,1772554099664
dock-b,130,70.5,24,8,0,1772554099664
stage-in,130,41.1,30,4,0,1772554099664
aisle-1-4,121,76.2,8,6,0,1772554099664
aisle-5-8,130,35.0,25,2,4,1772554099664
aisle-9-12,130,50.9,0,2,3,1772554099664
pick-a,123,32.1,10,3,1,1772554099664
pick-b,19,98,60,3,4,1772554099664
pack,108,30.4,15,4,0,1772554099664
stage-out,119,42.0,22,4,0,1772554099664
dock-c,118,33.0,11,8,0,1772554099664
dock-d,127,69.3,16,6,0,1772554099664
dock-a,117,58.0,16,3,0,1772554101664
dock-b,126,69.6,23,8,0,1772554101664
stage-in,129,40.5,30,4,0,1772554101664
aisle-1-4,118,75.0,5,6,0,1772554101664
aisle-5-8,128,34.7,28,2,4,1772554101664
aisle-9-12,130,52.8,1,2,3,1772554101664
pick-a,121,30.3,13,3,1,1772554101664
pick-b,15,98,60,3,4,1772554101664
pack,112,30,16,4,0,1772554101664
stage-out,118,43.5,22,4,0,1772554101664
dock-c,118,34.5,10,8,0,1772554101664
dock-d,124,69.4,15,6,0,1772554101664
dock-a,119,59.5,18,3,0,1772554103664
dock-b,127,70.3,20,8,0,1772554103664
stage-in,130,41.5,30,4,0,1772554103664
aisle-1-4,118,73.3,4,6,0,1772554103664
aisle-5-8,130,32.9,30,2,4,1772554103664
aisle-9-12,130,52.5,1,2,3,1772554103664
pick-a,119,30,14,3,1,1772554103664
pick-b,17,98,60,3,4,1772554103664
pack,116,30.8,17,4,0,1772554103664
stage-out,118,42.3,21,4,0,1772554103664
dock-c,123,34.4,13,8,0,1772554103664
dock-d,120,68.2,15,6,0,1772554103664
dock-a,120,57.9,18,3,0,1772554105664
dock-b,130,70.7,20,8,0,1772554105664
stage-in,126,41.4,30,4,0,1772554105664
aisle-1-4,122,74.5,3,6,0,1772554105664
aisle-5-8,126,31.8,30,2,4,1772554105664
aisle-9-12,126,52.0,2,2,3,1772554105664
pick-a,120,31.6,12,3,1,1772554105664
pick-b,15,98,60,3,4,1772554105664
pack,120,31.5,18,4,0,1772554105664
stage-out,114,41.4,19,4,0,1772554105664
dock-c,125,35.6,11,8,0,1772554105664
dock-d,122,68.5,15,6,0,1772554105664
dock-a,124,56.5,17,3,0,1772554107664
dock-b,130,72.0,23,8,0,1772554107664
stage-in,129,40.5,30,4,0,1772554107664
aisle-1-4,120,73.9,3,6,0,1772554107664
aisle-5-8,128,32.1,29,2,4,1772554107664
aisle-9-12,128,52.6,3,2,3,1772554107664
pick-a,120,30,15,3,1,1772554107664
pick-b,15,98,60,3,4,1772554107664
pack,117,33.1,15,4,0,1772554107664
stage-out,114,39.4,20,4,0,1772554107664
dock-c,125,34.7,11,8,0,1772554107664
dock-d,119,66.7,18,6,0,1772554107664
dock-a,123,54.8,20,3,0,1772554109664
dock-b,130,70.9,20,8,0,1772554109664
stage-in,127,38.7,30,4,0,1772554109664
aisle-1-4,120,72.0,4,6,0,1772554109664
aisle-5-8,124,31.7,30,2,4,1772554109664
aisle-9-12,130,52.2,0,2,3,1772554109664
pick-a,121,30.0,18,3,1,1772554109664
pick-b,15,98,60,3,4,1772554109664
pack,114,32.1,16,4,0,1772554109664
stage-out,113,37.9,17,4,0,1772554109664
dock-c,124,35.9,8,8,0,1772554109664
dock-d,123,67.4,17,6,0,1772554109664
dock-a,127,55.5,17,3,0,1772554111664
dock-b,130,72.7,22,8,0,1772554111664
stage-in,126,38.6,27,4,0,1772554111664
aisle-1-4,118,73.5,4,6,0,1772554111664
aisle-5-8,127,30,30,2,4,1772554111664
aisle-9-12,130,50.4,3,2,3,1772554111664
pick-a,119,31.6,16,3,1,1772554111664
pick-b,15,98,60,3,4,1772554111664
pack,111,31.3,18,4,0,1772554111664
stage-out,115,38.0,19,4,0,1772554111664
dock-c,120,35.0,5,8,0,1772554111664
dock-d,120,69.0,18,6,0,1772554111664
dock-a,123,56.1,18,3,0,1772554113664
dock-b,130,74.5,23,8,0,1772554113664
stage-in,122,39.4,24,4,0,1772554113664
aisle-1-4,120,72.9,3,6,0,1772554113664
aisle-5-8,126,31.9,30,2,4,1772554113664
aisle-9-12,130,50.7,2,2,3,1772554113664
pick-a,122,31.1,15,3,1,1772554113664
pick-b,15,98,60,3,4,1772554113664
pack,113,30,16,4,0,1772554113664
stage-out,112,36.9,16,4,0,1772554113664
dock-c,116,35.0,2,8,0,1772554113664
dock-d,119,70.8,17,6,0,1772554113664
dock-a,126,54.6,18,3,0,1772554115664
dock-b,127,75.6,25,8,0,1772554115664
stage-in,120,41.1,23,4,0,1772554115664
aisle-1-4,122,74.1,1,6,0,1772554115664
aisle-5-8,130,33.0,30,2,4,1772554115664
aisle-9-12,130,49.0,1,2,3,1772554115664
pick-a,127,31.1,16,3,1,1772554115664
pick-b,15,98,60,3,4,1772554115664
pack,117,31.4,18,4,0,1772554115664
stage-out,113,34.9,15,4,0,1772554115664
dock-c,118,35.1,2,8,0,1772554115664
dock-d,122,72.3,16,6,0,1772554115664
dock-a,125,55.4,21,4,0,1772554117664
dock-b,129,76.4,25,8,0,1772554117664
stage-in,122,39.3,25,3,0,1772554117664
aisle-1-4,120,75.8,4,6,0,1772554117664
aisle-5-8,130,31.3,27,2,5,1772554117664
aisle-9-12,128,50.1,0,3,3,1772554117664
pick-a,128,30,18,3,2,1772554117664
pick-b,15,98,60,3,5,1772554117664
pack,118,33.1,17,5,0,1772554117664
stage-out,115,35.6,17,4,0,1772554117664
dock-c,123,36.8,4,8,0,1772554117664
dock-d,124,72.2,19,6,0,1772554117664
dock-a,129,56.7,23,4,0,1772554119664
dock-b,130,75.1,23,8,0,1772554119664
stage-in,119,39.7,25,3,0,1772554119664
aisle-1-4,122,77.1,7,6,0,1772554119664
aisle-5-8,130,32.6,30,2,5,1772554119664
aisle-9-12,124,50.0,1,3,3,1772554119664
pick-a,124,30,17,3,2,1772554119664
pick-b,35,78,30,3,5,1772554119664
pack,116,32.2,15,5,0,1772554119664
stage-out,120,35.1,20,4,0,1772554119664
dock-c,125,36.3,1,8,0,1772554119664
dock-d,125,70.5,22,6,0,1772554119664
dock-a,130,55.9,21,4,0,1772554121664
dock-b,130,75.8,24,8,0,1772554121664
stage-in,119,41.5,25,3,0,1772554121664
aisle-1-4,125,78.0,4,6,0,1772554121664
aisle-5-8,128,32.3,30,2,5,1772554121664
aisle-9-12,125,48.9,0,3,3,1772554121664
pick-a,120,31.5,20,3,2,1772554121664
pick-b,35,76.1,28,3,5,1772554121664
pack,119,33.5,15,5,0,1772554121664
stage-out,123,33.9,17,4,0,1772554121664
dock-c,126,34.6,0,8,0,1772554121664
dock-d,124,71.9,21,6,0,1772554121664
dock-a,130,55.3,23,4,0,1772554123664
dock-b,128,74.7,23,8,0,1772554123664
stage-in,124,41.9,27,3,0,1772554123664
aisle-1-4,130,78,1,6,0,1772554123664
aisle-5-8,126,31.5,27,2,5,1772554123664
aisle-9-12,123,49.9,0,3,3,1772554123664
pick-a,121,31.9,22,3,2,1772554123664
pick-b,37,78,26,3,5,1772554123664
pack,118,31.8,18,5,0,1772554123664
stage-out,122,35.3,19,4,0,1772554123664
dock-c,126,35.8,3,8,0,1772554123664
dock-d,125,71.4,19,6,0,1772554123664
dock-a,130,53.6,24,4,0,1772554125664
dock-b,127,74.6,21,8,0,1772554125664
stage-in,123,42.4,28,3,0,1772554125664
aisle-1-4,130,78,3,6,0,1772554125664
aisle-5-8,130,31.2,27,2,5,1772554125664
aisle-9-12,120,50.6,2,3,3,1772554125664
pick-a,117,31.0,21,3,2,1772554125664
pick-b,37,78,25,3,5,1772554125664
pack,117,32.2,15,5,0,1772554125664
stage-out,120,36.2,16,4,0,1772554125664
dock-c,130,37.1,4,8,0,1772554125664
dock-d,122,70.5,21,6,0,1772554125664
dock-a,130,53.3,24,4,0,1772554127664
dock-b,129,73.7,20,8,0,1772554127664
stage-in,128,41.5,25,3,0,1772554127664
aisle-1-4,130,76.7,3,6,0,1772554127664
aisle-5-8,130,32.2,29,2,5,1772554127664
aisle-9-12,119,52.3,2,3,3,1772554127664
pick-a,114,30.3,18,3,2,1772554127664
pick-b,40,77.2,27,3,5,1772554127664
pack,114,33.2,15,5,0,1772554127664
stage-out,120,36.5,19,4,0,1772554127664
dock-c,130,38.1,4,8,0,1772554127664
dock-d,120,72.1,24,6,0,1772554127664
dock-a,130,55.0,21,4,0,1772554129664
dock-b,126,73.6,17,8,0,1772554129664
stage-in,128,41.5,23,3,0,1772554129664
aisle-1-4,130,77.1,5,6,0,1772554129664
aisle-5-8,130,32.8,30,2,5,1772554129664
aisle-9-12,115,51.3,3,3,3,1772554129664
pick-a,116,30,15,3,2,1772554129664
pick-b,43,75.9,30,3,5,1772554129664
pack,117,33.9,18,5,0,1772554129664
stage-out,124,38.3,20,4,0,1772554129664
dock-c,127,37.1,4,8,0,1772554129664
dock-d,121,71.1,23,6,0,1772554129664
dock-a,130,53.3,22,4,0,1772554131664
dock-b,124,72.6,14,8,0,1772554131664
stage-in,124,39.8,21,3,0,1772554131664
aisle-1-4,126,75.7,6,6,0,1772554131664
aisle-5-8,130,33.4,29,2,5,1772554131664
aisle-9-12,115,52.6,6,3,3,1772554131664
pick-a,113,31.2,13,3,2,1772554131664
pick-b,45,75.8,30,3,5,1772554131664
pack,116,32.2,16,5,0,1772554131664
stage-out,129,37.2,17,4,0,1772554131664
dock-c,127,36.9,1,8,0,1772554131664
dock-d,118,71.0,22,6,0,1772554131664
dock-a,130,54.5,20,4,0,1772554133664
dock-b,126,73.8,17,8,0,1772554133664
stage-in,121,39.1,21,3,0,1772554133664
aisle-1-4,124,73.8,9,6,0,1772554133664
aisle-5-8,130,32.9,27,2,5,1772554133664
aisle-9-12,112,54.3,8,3,3,1772554133664
pick-a,117,30.7,14,3,2,1772554133664
pick-b,50,77.3,27,3,5,1772554133664
pack,116,31.2,16,5,0,1772554133664
stage-out,130,38.2,19,4,0,1772554133664
dock-c,123,37.9,0,8,0,1772554133664
dock-d,123,72.3,22,6,0,1772554133664
dock-a,130,54.7,22,4,0,1772554135664
dock-b,122,71.9,14,8,0,1772554135664
stage-in,120,37.9,19,3,0,1772554135664
aisle-1-4,124,74.9,6,6,0,1772554135664
aisle-5-8,128,32.3,26,2,5,1772554135664
aisle-9-12,109,52.6,9,3,3,1772554135664
pick-a,114,31.1,16,3,2,1772554135664
pick-b,49,78,28,3,5,1772554135664
pack,112,33.0,18,5,0,1772554135664
stage-out,130,37.5,16,4,0,1772554135664
dock-c,124,39.7,3,8,0,1772554135664
dock-d,125,71.0,23,6,0,1772554135664
dock-a,130,55.1,19,4,0,1772554137664
dock-b,127,71.8,12,8,0,1772554137664
stage-in,125,39.6,20,3,0,1772554137664
aisle-1-4,125,76.8,6,6,0,1772554137664
aisle-5-8,130,32.7,23,2,5,1772554137664
aisle-9-12,114,51.6,8,3,3,1772554137664
pick-a,118,30.6,14,3,2,1772554137664
pick-b,46,78,30,3,5,1772554137664
pack,117,31.2,17,5,0,1772554137664
stage-out,130,38.5,17,4,0,1772554137664
dock-c,120,39.3,5,8,0,1772554137664
dock-d,123,70.1,26,6,0,1772554137664
dock-a,127,54.0,20,4,0,1772554139664
dock-b,125,72.2,14,8,0,1772554139664
stage-in,125,41.1,23,3,0,1772554139664
aisle-1-4,129,76.7,6,6,0,1772554139664
aisle-5-8,130,32.0,25,2,5,1772554139664
aisle-9-12,111,52.6,5,3,3,1772554139664
pick-a,116,31.9,11,3,2,1772554139664
pick-b,42,78,30,3,5,1772554139664
pack,116,30,14,5,0,1772554139664
stage-out,130,39.2,15,4,0,1772554139664
dock-c,122,39.2,5,8,0,1772554139664
dock-d,126,69.8,24,6,0,1772554139664
dock-a,130,55.6,17,4,0,1772554141664
dock-b,128,73.2,11,8,0,1772554141664
stage-in,125,41.8,22,3,0,1772554141664
aisle-1-4,126,74.9,6,6,0,1772554141664
aisle-5-8,128,32.0,27,2,5,1772554141664
aisle-9-12,111,52.6,6,3,3,1772554141664
pick-a,114,30.7,11,3,2,1772554141664
pick-b,44,76.3,30,3,5,1772554141664
pack,113,30,16,5,0,1772554141664
stage-out,130,39.3,14,4,0,1772554141664
dock-c,122,39.4,8,8,0,1772554141664
dock-d,127,71.0,24,6,0,1772554141664
dock-a,130,54.2,16,4,0,1772554143664
dock-b,127,73.7,11,8,0,1772554143664
stage-in,130,40.9,21,3,0,1772554143664
aisle-1-4,130,73.3,3,6,0,1772554143664
aisle-5-8,125,31.6,25,2,5,1772554143664
aisle-9-12,108,54.0,8,3,3,1772554143664
pick-a,118,31.8,11,3,2,1772554143664
pick-b,41,78.0,30,3,5,1772554143664
pack,114,30,13,5,0,1772554143664
stage-out,130,38.8,12,4,0,1772554143664
dock-c,118,40.3,5,8,0,1772554143664
dock-d,126,70.9,27,6,0,1772554143664
dock-a,127,55.5,19,4,0,1772554145664
dock-b,130,74.9,9,8,0,1772554145664
stage-in,130,40.5,20,3,0,1772554145664
aisle-1-4,128,74.2,4,6,0,1772554145664
aisle-5-8,126,30.6,25,2,5,1772554145664
aisle-9-12,108,54.9,7,3,3,1772554145664
pick-a,114,30.2,10,3,2,1772554145664
pick-b,40,77.6,30,3,5,1772554145664
pack,114,31.2,15,5,0,1772554145664
stage-out,130,39.1,10,4,0,1772554145664
dock-c,118,40.8,5,8,0,1772554145664
dock-d,128,72.7,29,6,0,1772554145664
dock-a,127,56.0,16,4,0,1772554147664
dock-b,128,75.2,9,8,0,1772554147664
stage-in,127,41.5,21,3,0,1772554147664
aisle-1-4,127,73.2,5,6,0,1772554147664
aisle-5-8,126,30.3,27,2,5,1772554147664
aisle-9-12,106,53.8,6,3,3,1772554147664
pick-a,112,31.9,9,3,2,1772554147664
pick-b,44,77.7,27,3,5,1772554147664
pack,117,31.8,16,5,0,1772554147664
stage-out,130,38.0,9,4,0,1772554147664
dock-c,116,41.1,6,8,0,1772554147664
dock-d,129,71.0,30,6,0,1772554147664
dock-a,129,54.6,19,4,0,1772554149664
dock-b,126,74.4,10,8,0,1772554149664
stage-in,123,42.0,18,3,0,1772554149664
aisle-1-4,128,73.6,5,6,0,1772554149664
aisle-5-8,125,30,28,2,5,1772554149664
aisle-9-12,105,54.6,7,3,3,1772554149664
pick-a,109,31.2,12,3,2,1772554149664
pick-b,44,78,28,3,5,1772554149664
pack,119,32.0,15,5,0,1772554149664
stage-out,130,38.0,7,4,0,1772554149664
dock-c,121,41.6,9,8,0,1772554149664
dock-d,130,69.7,30,6,0,1772554149664
dock-a,130,52.7,16,4,0,1772554151664
dock-b,130,74.4,12,8,0,1772554151664
stage-in,119,43.2,21,3,0,1772554151664
aisle-1-4,130,75.0,3,6,0,1772554151664
aisle-5-8,129,31.7,25,2,5,1772554151664
aisle-9-12,104,56.4,8,3,3,1772554151664
pick-a,105,31.4,14,3,2,1772554151664
pick-b,47,76.5,28,3,5,1772554151664
pack,118,32.2,14,5,0,1772554151664
stage-out,130,39.8,8,4,0,1772554151664
dock-c,120,42.3,12,8,0,1772554151664
dock-d,130,68.6,30,6,0,1772554151664
dock-a,130,53.1,18,4,0,1772554153664
dock-b,128,75.3,12,8,0,1772554153664
stage-in,122,43.5,19,3,0,1772554153664
aisle-1-4,130,74.5,0,6,0,1772554153664
aisle-5-8,130,30.8,26,2,5,1772554153664
aisle-9-12,103,55.0,5,3,3,1772554153664
pick-a,107,31.3,13,3,2,1772554153664
pick-b,48,76.1,30,3,5,1772554153664
pack,121,33.2,15,5,0,1772554153664
stage-out,130,41.8,8,4,0,1772554153664
dock-c,124,41.8,12,8,0,1772554153664
dock-d,130,69.9,30,6,0,1772554153664
dock-a,130,54.1,16,4,0,1772554155664
dock-b,128,73.5,13,8,0,1772554155664
stage-in,120,44.6,20,3,0,1772554155664
aisle-1-4,126,74.9,3,6,0,1772554155664
aisle-5-8,130,30,29,2,5,1772554155664
aisle-9-12,103,55.5,8,3,3,1772554155664
pick-a,111,30.2,11,3,2,1772554155664
pick-b,51,74.9,30,3,5,1772554155664
pack,122,33.6,14,5,0,1772554155664
stage-out,130,40.1,10,4,0,1772554155664
dock-c,125,42.8,10,8,0,1772554155664
dock-d,130,70.6,27,6,0,1772554155664
dock-a,126,54.4,17,4,0,1772554157664
dock-b,130,74.3,15,8,0,1772554157664
stage-in,120,44.3,21,3,0,1772554157664
aisle-1-4,122,76.8,3,6,0,1772554157664
aisle-5-8,129,30,30,2,5,1772554157664
aisle-9-12,106,56.5,7,3,3,1772554157664
pick-a,110,30,11,3,2,1772554157664
pick-b,52,75.7,27,3,5,1772554157664
pack,118,34.5,15,5,0,1772554157664
stage-out,130,38.3,13,4,0,1772554157664
dock-c,130,42.4,9,8,0,1772554157664
dock-d,130,68.7,25,6,0,1772554157664
dock-a,123,55.1,20,4,0,1772554159664
dock-b,130,73.6,18,8,0,1772554159664
stage-in,122,43.1,21,3,0,1772554159664
aisle-1-4,125,75.4,4,6,0,1772554159664
aisle-5-8,130,30,30,2,5,1772554159664
aisle-9-12,103,57.1,8,3,3,1772554159664
pick-a,114,30,8,3,2,1772554159664
pick-b,54,74.9,29,3,5,1772554159664
pack,120,34.9,13,5,0,1772554159664
stage-out,130,38.5,15,4,0,1772554159664
dock-c,128,40.7,6,8,0,1772554159664
dock-d,127,70.4,26,6,0,1772554159664
dock-a,128,54.5,22,4,0,1772554161664
dock-b,130,74.7,16,8,0,1772554161664
stage-in,122,41.7,23,3,0,1772554161664
aisle-1-4,128,76.0,7,6,0,1772554161664
aisle-5-8,130,31.0,30,2,5,1772554161664
aisle-9-12,99,57.3,5,3,3,1772554161664
pick-a,110,31.0,8,3,2,1772554161664
pick-b,55,73.9,29,3,5,1772554161664
pack,117,36.8,16,5,0,1772554161664
stage-out,130,37.2,15,4,0,1772554161664
dock-c,130,41.1,3,8,0,1772554161664
dock-d,126,70.1,26,6,0,1772554161664
dock-a,128,53.6,20,4,0,1772554163664
dock-b,128,76.6,16,8,0,1772554163664
stage-in,126,42.8,24,3,0,1772554163664
aisle-1-4,129,75.4,6,6,0,1772554163664
aisle-5-8,130,30,30,2,5,1772554163664
aisle-9-12,97,57.2,5,3,3,1772554163664
pick-a,113,30,10,3,2,1772554163664
pick-b,53,72.7,29,3,5,1772554163664
pack,113,35.7,16,5,0,1772554163664
stage-out,130,35.3,18,4,0,1772554163664
dock-c,130,42.6,2,8,0,1772554163664
dock-d,123,70.1,29,6,0,1772554163664
dock-a,130,54.0,18,4,0,1772554165664
dock-b,124,77.6,15,8,0,1772554165664
stage-in,123,43.5,26,3,0,1772554165664
aisle-1-4,130,73.8,7,6,0,1772554165664
aisle-5-8,130,31.6,30,2,5,1772554165664
aisle-9-12,97,57.6,4,3,3,1772554165664
pick-a,111,30,11,3,2,1772554165664
pick-b,50,70.9,26,3,5,1772554165664
pack,116,37.6,13,5,0,1772554165664
stage-out,130,33.7,20,4,0,1772554165664
dock-c,130,43.5,2,8,0,1772554165664
dock-d,124,71.1,29,6,0,1772554165664
dock-a,130,52.9,18,4,0,1772554167664
dock-b,127,75.7,14,8,0,1772554167664
stage-in,125,43.9,27,3,0,1772554167664
aisle-1-4,130,75.3,5,6,0,1772554167664
aisle-5-8,130,31.7,30,2,5,1772554167664
aisle-9-12,99,56.9,4,3,3,1772554167664
pick-a,109,30,8,3,2,1772554167664
pick-b,49,69.0,27,3,5,1772554167664
pack,117,39.4,11,5,0,1772554167664
stage-out,130,35.3,21,4,0,1772554167664
dock-c,130,41.7,2,8,0,1772554167664
dock-d,127,70.8,26,6,0,1772554167664
dock-a,128,54.1,16,4,0,1772554169664
dock-b,127,75.5,16,8,0,1772554169664
stage-in,123,45.1,25,3,0,1772554169664
aisle-1-4,129,73.6,3,6,0,1772554169664
aisle-5-8,130,33.2,27,2,5,1772554169664
aisle-9-12,103,58.4,1,3,3,1772554169664
pick-a,113,30.2,11,3,2,1772554169664
pick-b,52,70.7,24,3,5,1772554169664
pack,116,38.6,10,5,0,1772554169664
stage-out,130,35.8,18,4,0,1772554169664
dock-c,130,43.3,0,8,0,1772554169664
dock-d,130,72.6,24,6,0,1772554169664
dock-a,128,53.5,16,4,0,1772554171664
dock-b,128,77.3,15,8,0,1772554171664
stage-in,128,44.7,27,3,0,1772554171664
aisle-1-4,130,74.4,5,6,0,1772554171664
aisle-5-8,130,34.0,28,2,5,1772554171664
aisle-9-12,108,56.5,0,3,3,1772554171664
pick-a,114,30,11,3,2,1772554171664
pick-b,56,70.4,27,3,5,1772554171664
pack,119,38.1,10,5,0,1772554171664
stage-out,130,33.9,15,4,0,1772554171664
dock-c,126,45.2,1,8,0,1772554171664
dock-d,129,70.7,24,6,0,1772554171664
dock-a,128,55.1,19,4,0,1772554173664
dock-b,124,78,12,8,0,1772554173664
stage-in,130,45.3,25,3,0,1772554173664
aisle-1-4,130,73.0,6,6,0,1772554173664
aisle-5-8,130,35.5,29,2,5,1772554173664
aisle-9-12,108,54.7,0,3,3,1772554173664
pick-a,113,30.6,12,3,2,1772554173664
pick-b,55,70.3,30,3,5,1772554173664
pack,122,37.2,11,5,0,1772554173664
stage-out,130,32.6,16,4,0,1772554173664
dock-c,127,43.5,3,8,0,1772554173664
dock-d,130,72.2,24,6,0,1772554173664
dock-a,129,54.6,18,4,0,1772554175664
dock-b,128,78,11,8,0,1772554175664
stage-in,130,45.6,22,3,0,1772554175664
aisle-1-4,130,71.3,5,6,0,1772554175664
aisle-5-8,130,36.8,30,2,5,1772554175664
aisle-9-12,110,53.7,1,3,3,1772554175664
pick-a,109,30.0,11,3,2,1772554175664
pick-b,56,70.1,30,3,5,1772554175664
pack,123,35.6,8,5,0,1772554175664
stage-out,130,33.2,17,4,0,1772554175664
dock-c,128,42.1,5,8,0,1772554175664
dock-d,130,71.8,24,6,0,1772554175664
dock-a,130,54.1,16,4,0,1772554177664
dock-b,130,77.7,9,8,0,1772554177664
stage-in,130,43.9,23,3,0,1772554177664
aisle-1-4,130,69.9,8,6,1,1772554177664
aisle-5-8,130,38.4,29,2,5,1772554177664
aisle-9-12,113,51.7,2,2,4,1772554177664
pick-a,113,30.5,11,3,2,1772554177664
pick-b,56,68.8,30,3,5,1772554177664
pack,121,34.4,10,6,0,1772554177664
stage-out,129,32.6,15,4,0,1772554177664
dock-c,127,42.0,2,8,0,1772554177664
dock-d,127,73.1,26,6,0,1772554177664
dock-a,126,55.9,16,4,0,1772554179664
dock-b,126,76.9,8,8,0,1772554179664
stage-in,126,44.3,26,3,0,1772554179664
aisle-1-4,130,68.6,6,6,1,1772554179664
aisle-5-8,126,36.7,26,2,5,1772554179664
aisle-9-12,112,50.8,0,2,4,1772554179664
pick-a,115,30.0,10,3,2,1772554179664
pick-b,53,67.3,30,3,5,1772554179664
pack,124,34.6,8,6,0,1772554179664
stage-out,129,32.6,12,4,0,1772554179664
dock-c,130,43.6,2,8,0,1772554179664
dock-d,124,72.3,28,6,0,1772554179664
dock-a,128,54.9,16,4,0,1772554181664
dock-b,122,77.4,6,8,0,1772554181664
stage-in,127,45.6,29,3,0,1772554181664
aisle-1-4,130,69.8,4,6,1,1772554181664
aisle-5-8,130,36.5,23,2,5,1772554181664
aisle-9-12,117,50.4,0,2,4,1772554181664
pick-a,112,30,8,3,2,1772554181664
pick-b,56,66.3,30,3,5,1772554181664
pack,123,33.3,10,6,0,1772554181664
stage-out,130,33.2,15,4,0,1772554181664
dock-c,130,44.7,0,8,0,1772554181664
dock-d,123,70.7,30,6,0,1772554181664
dock-a,130,53.9,16,4,0,1772554183664
dock-b,123,78,7,8,0,1772554183664
stage-in,127,47.3,30,3,0,1772554183664
aisle-1-4,128,71.2,5,6,1,1772554183664
aisle-5-8,129,36.7,20,2,5,1772554183664
aisle-9-12,119,51.9,0,2,4,1772554183664
pick-a,113,30,8,3,2,1772554183664
pick-b,58,64.7,27,3,5,1772554183664
pack,127,34.7,7,6,0,1772554183664
stage-out,127,35.1,15,4,0,1772554183664
dock-c,130,46.6,0,8,0,1772554183664
dock-d,127,70.7,27,6,0,1772554183664
dock-a,130,55.4,13,4,0,1772554185664
dock-b,123,78,5,8,0,1772554185664
stage-in,130,46.8,27,3,0,1772554185664
aisle-1-4,124,71.6,8,6,1,1772554185664
aisle-5-8,130,36.5,20,2,5,1772554185664
aisle-9-12,123,51.2,2,2,4,1772554185664
